"spcode","kingdom","phylum","class","family","genus","species","common_name","order"
37461902,"Animalia","Chordata","Actinopterygii","Pleuronectidae","Azygopus","spp",NA,"Pleuronectiformes"
37288911,"Animalia","Chordata","Actinopterygii","Triglidae","Pterygotrigla","spp",NA,"Scorpaeniformes"
37427907,"Animalia","Chordata","Actinopterygii","Callionymidae","Eocallionymus","spp",NA,"Perciformes"
37465920,"Animalia","Chordata","Actinopterygii","Balistidae","Melichthys","spp",NA,"Tetraodontiformes"
37429911,"Animalia","Chordata","Actinopterygii","Eleotridae","Kimberleyeleotris","spp",NA,"Perciformes"
37327922,"Animalia","Chordata","Actinopterygii","Apogonidae","Sphaeramia","spp",NA,"Perciformes"
37287927,"Animalia","Chordata","Actinopterygii","Neosebastidae","Neosebastes","spp",NA,"Scorpaeniformes"
37319902,"Animalia","Chordata","Actinopterygii","Acanthoclinidae","Belonepterygion","spp",NA,"Perciformes"
37337922,"Animalia","Chordata","Actinopterygii","Carangidae","Pantolabus","spp",NA,"Perciformes"
37429907,"Animalia","Chordata","Actinopterygii","Eleotridae","Giuris","spp",NA,"Perciformes"
37384943,"Animalia","Chordata","Actinopterygii","Labridae","Suezichthys","spp",NA,"Perciformes"
37336901,"Animalia","Chordata","Actinopterygii","Echeneidae","Echeneis","spp",NA,"Perciformes"
37435905,"Animalia","Chordata","Actinopterygii","Microdesmidae","Paragunnellichthys","spp",NA,"Perciformes"
37114902,"Animalia","Chordata","Actinopterygii","Alepocephalidae","Asquamiceps","spp",NA,"Osmeriformes"
37079901,"Animalia","Chordata","Actinopterygii","Eurypharyngidae","Eurypharynx","spp",NA,"Saccopharyngiformes"
37255903,"Animalia","Chordata","Actinopterygii","Trachichthyidae","Hoplostethus","spp",NA,"Beryciformes"
37086904,"Animalia","Chordata","Actinopterygii","Engraulidae","Encrasicholina","spp",NA,"Clupeiformes"
37231905,"Animalia","Chordata","Actinopterygii","Zoarcidae","Pachycara","spp",NA,"Perciformes"
37445909,"Animalia","Chordata","Actinopterygii","Centrolophidae","Seriolella","spp",NA,"Perciformes"
37437903,"Animalia","Chordata","Actinopterygii","Acanthuridae","Naso","spp",NA,"Perciformes"
37465907,"Animalia","Chordata","Actinopterygii","Monacanthidae","Aluterus","spp",NA,"Tetraodontiformes"
37233901,"Animalia","Chordata","Actinopterygii","Exocoetidae","Cheilopogon","spp",NA,"Beloniformes"
37060906,"Animalia","Chordata","Actinopterygii","Muraenidae","Rhinomuraena","spp",NA,"Anguilliformes"
37228939,"Animalia","Chordata","Actinopterygii","Ophidiidae","Mastigopterus","spp",NA,"Ophidiiformes"
37346927,"Animalia","Chordata","Actinopterygii","Lutjanidae","Randallichthys","spp",NA,"Perciformes"
37228905,"Animalia","Chordata","Actinopterygii","Bythitidae","Aphyonus","spp","[a gelatinous cuskeel]","Ophidiiformes"
37372918,"Animalia","Chordata","Actinopterygii","Pomacentridae","Pomacentrus","spp",NA,"Perciformes"
37068913,"Animalia","Chordata","Actinopterygii","Ophichthidae","Myrophis","spp",NA,"Anguilliformes"
37290902,"Animalia","Chordata","Actinopterygii","Aploactinidae","Adventor","spp",NA,"Scorpaeniformes"
37098904,"Animalia","Chordata","Actinopterygii","Bathylagidae","Dolicholagus","spp",NA,"Osmeriformes"
37126902,"Animalia","Chordata","Actinopterygii","Paralepididae","Lestidiops","spp",NA,"Aulopiformes"
37311927,"Animalia","Chordata","Actinopterygii","Serranidae","Epinephelides","spp",NA,"Perciformes"
37344901,"Animalia","Chordata","Actinopterygii","Arripidae","Arripis","spp",NA,"Perciformes"
37290906,"Animalia","Chordata","Actinopterygii","Aploactinidae","Cocotropus","spp",NA,"Scorpaeniformes"
37386903,"Animalia","Chordata","Actinopterygii","Scaridae","Cetoscarus","spp",NA,"Perciformes"
37231902,"Animalia","Chordata","Actinopterygii","Zoarcidae","Lycodichthys","spp",NA,"Perciformes"
37449901,"Animalia","Chordata","Actinopterygii","Tetragonuridae","Tetragonurus","spp",NA,"Perciformes"
37009905,"Animalia","Chordata","Elasmobranchii","Mitsukurinidae","Unknown","spp",NA,"Lamniformes"
37384948,"Animalia","Chordata","Actinopterygii","Labridae","Novaculops","spp","[a wrasse]","Perciformes"
37221901,"Animalia","Chordata","Actinopterygii","Caulophrynidae","Caulophryne","spp",NA,"Lophiiformes"
37441915,"Animalia","Chordata","Actinopterygii","Scombridae","Auxis","spp",NA,"Perciformes"
37428909,"Animalia","Chordata","Actinopterygii","Gobiidae","Arcygobius","spp",NA,"Perciformes"
37309902,"Animalia","Chordata","Actinopterygii","Pegasidae","Pegasus","spp",NA,"Gasterosteiformes"
37206901,"Animalia","Chordata","Actinopterygii","Gobiesocidae","Alabes","spp",NA,"Gobiesociformes"
37439910,"Animalia","Chordata","Actinopterygii","Gempylidae","Rexea","spp",NA,"Perciformes"
37429919,"Animalia","Chordata","Actinopterygii","Xenisthmidae","Tyson","spp",NA,"Perciformes"
37365917,"Animalia","Chordata","Actinopterygii","Pomacanthidae","Pygoplites","spp",NA,"Perciformes"
37384911,"Animalia","Chordata","Actinopterygii","Labridae","Conniella","spp",NA,"Perciformes"
37296917,"Animalia","Chordata","Actinopterygii","Platycephalidae","Sunagocia","spp",NA,"Scorpaeniformes"
37361906,"Animalia","Chordata","Actinopterygii","Scorpididae","Scorpis","spp",NA,"Perciformes"
37321902,"Animalia","Chordata","Actinopterygii","Terapontidae","Amniataba","spp",NA,"Perciformes"
37113901,"Animalia","Chordata","Actinopterygii","Idiacanthidae","Idiacanthus","spp",NA,"Stomiiformes"
37057901,"Animalia","Chordata","Actinopterygii","Moringuidae","Moringua","spp",NA,"Anguilliformes"
37142000,"Animalia","Chordata","Actinopterygii","Chanidae","Unknown","spp","milkfishes","Gonorhynchiformes"
37313907,"Animalia","Chordata","Actinopterygii","Pseudochromidae","Manonichthys","spp",NA,"Perciformes"
37285902,"Animalia","Chordata","Actinopterygii","Synbranchidae","Ophisternon","spp",NA,"Synbranchiformes"
37393905,"Animalia","Chordata","Actinopterygii","Percophidae","Matsubaraea","spp",NA,"Perciformes"
37460909,"Animalia","Chordata","Actinopterygii","Bothidae","Grammatobothus","spp",NA,"Pleuronectiformes"
37232919,"Animalia","Chordata","Actinopterygii","Macrouridae","Mesovagus","spp","[a whiptail]","Gadiformes"
37425901,"Animalia","Chordata","Actinopterygii","Ammodytidae","Ammodytoides","spp",NA,"Perciformes"
37232912,"Animalia","Chordata","Actinopterygii","Macrouridae","Kumba","spp",NA,"Gadiformes"
37228911,"Animalia","Chordata","Actinopterygii","Bythitidae","Brosmophyciops","spp",NA,"Ophidiiformes"
37364000,"Animalia","Chordata","Actinopterygii","Rhinoprenidae","Unknown","spp","threadfin scats","Perciformes"
37378000,"Animalia","Chordata","Actinopterygii","Latridae","Unknown","spp","trumpeters","Perciformes"
37408000,"Animalia","Chordata","Actinopterygii","Blenniidae","Unknown","spp","blennies","Perciformes"
37094000,"Animalia","Chordata","Actinopterygii","Salmonidae","Unknown","spp","salmons","Salmoniformes"
37106903,"Animalia","Chordata","Actinopterygii","Gonostomatidae","Diplophos","spp",NA,"Stomiiformes"
37445907,"Animalia","Chordata","Actinopterygii","Centrolophidae","Pseudoicichthys","spp",NA,"Perciformes"
37310905,"Animalia","Chordata","Actinopterygii","Ambassidae","Parambassis","spp",NA,"Perciformes"
37226903,"Animalia","Chordata","Actinopterygii","Gadidae","Melanogrammus","spp",NA,"Gadiformes"
37085912,"Animalia","Chordata","Actinopterygii","Clupeidae","Etrumeus","spp",NA,"Clupeiformes"
37335901,"Animalia","Chordata","Actinopterygii","Rachycentridae","Rachycentron","spp",NA,"Perciformes"
37470000,"Animalia","Chordata","Actinopterygii","Molidae","Unknown","spp","ocean sunfishes","Tetraodontiformes"
37464905,"Animalia","Chordata","Actinopterygii","Triacanthidae","Pseudotriacanthus","spp",NA,"Tetraodontiformes"
37287921,"Animalia","Chordata","Actinopterygii","Tetrarogidae","Liocranium","spp",NA,"Scorpaeniformes"
37102903,"Animalia","Chordata","Actinopterygii","Lepidogalaxiidae","Lepidogalaxias","spp",NA,"Osmeriformes"
37282922,"Animalia","Chordata","Actinopterygii","Syngnathidae","Lissocampus","spp",NA,"Syngnathiformes"
37085919,"Animalia","Chordata","Actinopterygii","Clupeidae","Sardinops","spp",NA,"Clupeiformes"
37465932,"Animalia","Chordata","Actinopterygii","Monacanthidae","Rudarius","spp",NA,"Tetraodontiformes"
37282929,"Animalia","Chordata","Actinopterygii","Syngnathidae","Penetopteryx","spp",NA,"Syngnathiformes"
37465931,"Animalia","Chordata","Actinopterygii","Balistidae","Rhinecanthus","spp",NA,"Tetraodontiformes"
37232911,"Animalia","Chordata","Actinopterygii","Macrouridae","Idiolophorhynchus","spp",NA,"Gadiformes"
37439902,"Animalia","Chordata","Actinopterygii","Gempylidae","Diplospinus","spp",NA,"Perciformes"
37435000,"Animalia","Chordata","Actinopterygii","Microdesmidae","Unknown","spp","dartfishes","Perciformes"
37262000,"Animalia","Chordata","Actinopterygii","Parazenidae","Unknown","spp","little dories","Zeiformes"
37282941,"Animalia","Chordata","Actinopterygii","Syngnathidae","Vanacampus","spp",NA,"Syngnathiformes"
37232924,"Animalia","Chordata","Actinopterygii","Macrouridae","Spicomacrurus","spp",NA,"Gadiformes"
37428967,"Animalia","Chordata","Actinopterygii","Gobiidae","Paratrypauchen","spp",NA,"Perciformes"
37460902,"Animalia","Chordata","Actinopterygii","Bothidae","Arnoglossus","spp",NA,"Pleuronectiformes"
37282935,"Animalia","Chordata","Actinopterygii","Syngnathidae","Solegnathus","spp",NA,"Syngnathiformes"
37300901,"Animalia","Chordata","Actinopterygii","Cottidae","Antipodocottus","spp",NA,"Scorpaeniformes"
37384937,"Animalia","Chordata","Actinopterygii","Labridae","Pseudocoris","spp",NA,"Perciformes"
37372914,"Animalia","Chordata","Actinopterygii","Pomacentridae","Neoglyphidodon","spp",NA,"Perciformes"
37460911,"Animalia","Chordata","Actinopterygii","Bothidae","Kamoharaia","spp",NA,"Pleuronectiformes"
37311940,"Animalia","Chordata","Actinopterygii","Serranidae","Plectropomus","spp",NA,"Perciformes"
37337928,"Animalia","Chordata","Actinopterygii","Carangidae","Seriolina","spp",NA,"Perciformes"
37271000,"Animalia","Chordata","Actinopterygii","Trachipteridae","Unknown","spp","ribbonfishes","Lampriformes"
37165905,"Animalia","Chordata","Actinopterygii","Cyprinidae","Tanichthys","spp",NA,"Cypriniformes"
37068919,"Animalia","Chordata","Actinopterygii","Ophichthidae","Schismorhynchus","spp",NA,"Anguilliformes"
37290912,"Animalia","Chordata","Actinopterygii","Aploactinidae","Peristrominous","spp",NA,"Scorpaeniformes"
37428966,"Animalia","Chordata","Actinopterygii","Gobiidae","Paragobiodon","spp",NA,"Perciformes"
37462913,"Animalia","Chordata","Actinopterygii","Soleidae","Synclidopus","spp",NA,"Pleuronectiformes"
37311903,"Animalia","Chordata","Actinopterygii","Percichthyidae","Maccullochella","spp","Murray cod","Perciformes"
37269000,"Animalia","Chordata","Actinopterygii","Veliferidae","Unknown","spp","veilfins","Lampriformes"
37365904,"Animalia","Chordata","Actinopterygii","Pomacanthidae","Centropyge","spp",NA,"Perciformes"
37232923,"Animalia","Chordata","Actinopterygii","Macrouridae","Sphagemacrurus","spp",NA,"Gadiformes"
37311936,"Animalia","Chordata","Actinopterygii","Serranidae","Odontanthias","spp",NA,"Perciformes"
37288909,"Animalia","Chordata","Actinopterygii","Triglidae","Parapterygotrigla","spp",NA,"Scorpaeniformes"
37068904,"Animalia","Chordata","Actinopterygii","Ophichthidae","Brachysomophis","spp",NA,"Anguilliformes"
37439915,"Animalia","Chordata","Actinopterygii","Gempylidae","Thyrsitoides","spp",NA,"Perciformes"
37068911,"Animalia","Chordata","Actinopterygii","Ophichthidae","Muraenichthys","spp",NA,"Anguilliformes"
37192907,"Animalia","Chordata","Actinopterygii","Plotosidae","Plotosus","spp",NA,"Siluriformes"
37076000,"Animalia","Chordata","Actinopterygii","Nemichthyidae","Unknown","spp","snipe eels","Anguilliformes"
37038901,"Animalia","Chordata","Elasmobranchii","Plesiobatidae","Plesiobatis","spp",NA,"Rajiformes"
37234906,"Animalia","Chordata","Actinopterygii","Hemiramphidae","Zenarchopterus","spp",NA,"Beloniformes"
37354910,"Animalia","Chordata","Actinopterygii","Sciaenidae","Larimichthys","spp",NA,"Perciformes"
37354912,"Animalia","Chordata","Actinopterygii","Sciaenidae","Otolithes","spp",NA,"Perciformes"
37427913,"Animalia","Chordata","Actinopterygii","Callionymidae","Pseudocalliurichthys","spp",NA,"Perciformes"
37428964,"Animalia","Chordata","Actinopterygii","Gobiidae","Pandaka","spp",NA,"Perciformes"
37012000,"Animalia","Chordata","Elasmobranchii","Alopiidae","Unknown","spp","thresher sharks","Lamniformes"
37063000,"Animalia","Chordata","Actinopterygii","Muraenesocidae","Unknown","spp","pike eels","Anguilliformes"
37406901,"Animalia","Chordata","Actinopterygii","Bathydraconidae","Acanthodraco","spp",NA,"Perciformes"
37258000,"Animalia","Chordata","Actinopterygii","Berycidae","Unknown","spp","alfonsinos","Beryciformes"
37347905,"Animalia","Chordata","Actinopterygii","Nemipteridae","Scaevius","spp",NA,"Perciformes"
37428904,"Animalia","Chordata","Actinopterygii","Gobiidae","Amblyeleotris","spp",NA,"Perciformes"
37020925,"Animalia","Chordata","Elasmobranchii","Etmopteridae","Unknown","spp",NA,"Squaliformes"
37038905,"Animalia","Chordata","Elasmobranchii","Plesiobatidae","Unknown","spp",NA,"Rajiformes"
37226909,"Animalia","Chordata","Actinopterygii","Phycidae","Unknown","spp",NA,"Gadiformes"
37287948,"Animalia","Chordata","Actinopterygii","Pteroidae","Unknown","spp",NA,"Scorpaeniformes"
37311956,"Animalia","Chordata","Actinopterygii","Acropomatidae","Unknown","spp",NA,"Perciformes"
37346932,"Animalia","Chordata","Actinopterygii","Lutjanidae","Unknown","spp",NA,"Perciformes"
37220000,"Animalia","Chordata","Actinopterygii","Ceratiidae","Unknown","spp","seadevils","Lophiiformes"
37464902,"Animalia","Chordata","Actinopterygii","Triacanthodidae","Halimochirurgus","spp",NA,"Tetraodontiformes"
37327915,"Animalia","Chordata","Actinopterygii","Apogonidae","Paxton","spp",NA,"Perciformes"
37025901,"Animalia","Chordata","Elasmobranchii","Pristidae","Anoxypristis","spp",NA,"Pristiformes"
37170901,"Animalia","Chordata","Actinopterygii","Cobitidae","Misgurnus","spp",NA,"Cypriniformes"
37103904,"Animalia","Chordata","Actinopterygii","Prototroctidae","Unknown","spp",NA,"Osmeriformes"
37210915,"Animalia","Chordata","Actinopterygii","Antennariidae","Unknown","spp",NA,"Lophiiformes"
37009904,"Animalia","Chordata","Elasmobranchii","Megachasmidae","Unknown","spp",NA,"Lamniformes"
37311955,"Animalia","Chordata","Actinopterygii","Polyprionidae","Unknown","spp",NA,"Perciformes"
37464910,"Animalia","Chordata","Actinopterygii","Triacanthodidae","Tydemania","spp",NA,"Tetraodontiformes"
37321000,"Animalia","Chordata","Actinopterygii","Terapontidae","Unknown","spp","striped grunters","Perciformes"
37384000,"Animalia","Chordata","Actinopterygii","Labridae","Unknown","spp","wrasses","Perciformes"
37344000,"Animalia","Chordata","Actinopterygii","Arripidae","Unknown","spp","Australian salmons","Perciformes"
37085905,"Animalia","Chordata","Actinopterygii","Clupeidae","Herklotsichthys","spp","[a herring]","Clupeiformes"
37129000,"Animalia","Chordata","Actinopterygii","Anotopteridae","Unknown","spp","[a daggertooth]","Aulopiformes"
37086750,"Animalia","Chordata","Actinopterygii","Engraulidae","Coilia","spp","[an anchovy]","Clupeiformes"
37449000,"Animalia","Chordata","Actinopterygii","Tetragonuridae","Unknown","spp","squaretails","Perciformes"
37283000,"Animalia","Chordata","Actinopterygii","Channidae","Unknown","spp","snakeheads","Perciformes"
37333000,"Animalia","Chordata","Actinopterygii","Lactariidae","Unknown","spp","false trevallies","Perciformes"
37349000,"Animalia","Chordata","Actinopterygii","Gerreidae","Unknown","spp","silverbiddies","Perciformes"
37278000,"Animalia","Chordata","Actinopterygii","Fistulariidae","Unknown","spp","flutemouths","Syngnathiformes"
37467000,"Animalia","Chordata","Actinopterygii","Tetraodontidae","Unknown","spp","toadfishes","Tetraodontiformes"
37467900,"Animalia","Chordata","Actinopterygii","Tetraodontidae","Lagocephalus","spp","toadfishes","Tetraodontiformes"
37448000,"Animalia","Chordata","Actinopterygii","Stromateidae","Unknown","spp","butterfishes, pomfrets","Perciformes"
37232902,"Animalia","Chordata","Actinopterygii","Macrouridae","Coryphaenoides","spp","whiptails","Gadiformes"
37271900,"Animalia","Chordata","Actinopterygii","Trachipteridae","Trachipterus","spp","dealfishes","Lampriformes"
37416000,"Animalia","Chordata","Actinopterygii","Clinidae","Unknown","spp","weedfishes","Perciformes"
37461795,"Animalia","Chordata","Actinopterygii","Pleuronectidae","Atheresthes","spp","arrowtooth flounder","Pleuronectiformes"
37466000,"Animalia","Chordata","Actinopterygii","Ostraciidae","Unknown","spp","boxfishes","Tetraodontiformes"
37428750,"Animalia","Chordata","Actinopterygii","Gobiidae","Pseudapocryptes","spp","[a goby]","Perciformes"
37122000,"Animalia","Chordata","Actinopterygii","Myctophidae","Unknown","spp","lanternfishes","Myctophiformes"
37287903,"Animalia","Chordata","Actinopterygii","Tetrarogidae","Centropogon","spp","[a scorpionfish]","Scorpaeniformes"
37464901,"Animalia","Chordata","Actinopterygii","Triacanthodidae","Bathyphylax","spp",NA,"Tetraodontiformes"
37465912,"Animalia","Chordata","Actinopterygii","Balistidae","Balistoides","spp",NA,"Tetraodontiformes"
37282901,"Animalia","Chordata","Actinopterygii","Syngnathidae","Acentronura","spp",NA,"Syngnathiformes"
37264902,"Animalia","Chordata","Actinopterygii","Zeidae","Cyttopsis","spp",NA,"Zeiformes"
37377903,"Animalia","Chordata","Actinopterygii","Cheilodactylidae","Dactylophora","spp",NA,"Perciformes"
37013912,"Animalia","Chordata","Elasmobranchii","Hemiscylliidae","Unknown","spp",NA,"Orectolobiformes"
37228962,"Animalia","Chordata","Actinopterygii","Parabrotulidae","Unknown","spp",NA,"Ophidiiformes"
37232929,"Animalia","Chordata","Actinopterygii","Macrouridae","Unknown","spp",NA,"Gadiformes"
37245908,"Animalia","Chordata","Actinopterygii","Melanotaeniidae","Unknown","spp",NA,"Atheriniformes"
37346931,"Animalia","Chordata","Actinopterygii","Caesionidae","Unknown","spp",NA,"Perciformes"
37460920,"Animalia","Chordata","Actinopterygii","Bothidae","Taeniopsetta","spp",NA,"Pleuronectiformes"
37232905,"Animalia","Chordata","Actinopterygii","Macrouridae","Cetonurichthys","spp",NA,"Gadiformes"
37213901,"Animalia","Chordata","Actinopterygii","Melanocetidae","Melanocetus","spp",NA,"Lophiiformes"
37210914,"Animalia","Chordata","Actinopterygii","Tetrabrachiidae","Tetrabrachium","spp",NA,"Lophiiformes"
37210909,"Animalia","Chordata","Actinopterygii","Lophichthyidae","Lophichthys","spp",NA,"Lophiiformes"
37297901,"Animalia","Chordata","Actinopterygii","Hoplichthyidae","Hoplichthys","spp",NA,"Scorpaeniformes"
37384940,"Animalia","Chordata","Actinopterygii","Labridae","Pseudolabrus","spp",NA,"Perciformes"
37229905,"Animalia","Chordata","Actinopterygii","Carapidae","Onuxodon","spp",NA,"Ophidiiformes"
37067921,"Animalia","Chordata","Actinopterygii","Congridae","Uroconger","spp",NA,"Anguilliformes"
37015902,"Animalia","Chordata","Elasmobranchii","Scyliorhinidae","Asymbolus","spp",NA,"Carcharhiniformes"
37068906,"Animalia","Chordata","Actinopterygii","Ophichthidae","Cirrhimuraena","spp",NA,"Anguilliformes"
37228946,"Animalia","Chordata","Actinopterygii","Parabrotulidae","Parabrotula","spp",NA,"Ophidiiformes"
37125903,"Animalia","Chordata","Actinopterygii","Notosudidae","Luciosudis","spp",NA,"Aulopiformes"
