"synonym","unacceptreason","aphiaid","scientific","match_type"
"Astyanax bimaculatus incaicus","junior synonym",1023047,"Astyanax bimaculatus","exact"
"Astyanax fasciatus bimaculatus","senior synonym",1023047,"Astyanax bimaculatus","exact"
"Poecilurichthys brevoortii","synonym",1023047,"Astyanax bimaculatus","exact"
"Salmo bimaculatus","synonym",1023047,"Astyanax bimaculatus","exact"
"Tetragonopterus bahiensis","synonym",1023047,"Astyanax bimaculatus","exact"
"Tetragonopterus bartlettii",NA,1023047,"Astyanax bimaculatus","exact"
"Tetragonopterus gronovii","synonym",1023047,"Astyanax bimaculatus","exact"
"Tetragonopterus linnaei","synonym",1023047,"Astyanax bimaculatus","exact"
"Tetragonopterus maculatus","junior synonym",1023047,"Astyanax bimaculatus","exact"
"Tetragonopterus orientalis","synonym",1023047,"Astyanax bimaculatus","exact"
"Tetragonopterus vittatus","synonym",1023047,"Astyanax bimaculatus","exact"
"Tetragonopterus wappi","synonym",1023047,"Astyanax bimaculatus","exact"
"Astyanax brachypterygyrium",NA,1009991,"Astyanax brachypterygium","exact"
"Bramocharax bransfordi",NA,1422446,"Astyanax bransfordii","exact"
"Bramocharax bransfordii","synonym",1422446,"Astyanax bransfordii","exact"
"Bramocharax bransfordii bransfordii","senior synonym",1422446,"Astyanax bransfordii","exact"
"Bramocharax elongatus",NA,1422446,"Astyanax bransfordii","exact"
"Tetragonopterus brevimanus",NA,1592386,"Astyanax brevimanus","exact"
"Bramocharax caballeroi",NA,1593775,"Astyanax caballeroi","exact"
"Tetragonopterus caucanus","synonym",1423471,"Astyanax caucanus","exact"
"Bramocharax bransfordi dorioni","senior synonym",1524478,"Astyanax dorioni","exact"
"Bramocharax bransfordii dorioni",NA,1524478,"Astyanax dorioni","exact"
"Bramocharax dorioni","senior synonym",1524478,"Astyanax dorioni","exact"
"Tetragonopterus fasslii",NA,1525843,"Astyanax fasslii","exact"
"Zygogaster filiferus",NA,1525929,"Astyanax filiferus","exact"
"Tetragonopterus finitimus",NA,1592382,"Astyanax finitimus","exact"
"Astyanacinus goyanensis",NA,1014531,"Astyanax goyanensis","exact"
"Tetragonopterus aeneus","homonym",1009024,"Astyanax henseli","exact"
"Tetragonopterus jacuhiensis",NA,1423927,"Astyanax jacuhiensis","exact"
"Tetragonopterus jenynsii",NA,1422587,"Astyanax jenynsii","exact"
"Anoptichthys antrobius",NA,1525323,"Astyanax jordani","exact"
"Anoptichthys hubbsi",NA,1525323,"Astyanax jordani","exact"
"Anoptichthys jordani",NA,1525323,"Astyanax jordani","exact"
"Astyanax mexicanus jordani","senior synonym",1525323,"Astyanax jordani","exact"
"Tetragonopterus lacustris","synonym",1259634,"Astyanax lacustris","exact"
"Astyanax scabripinnis laticeps","senior synonym",1467897,"Astyanax laticeps","exact"
"Tetragonopterus laticeps",NA,1467897,"Astyanax laticeps","exact"
"Astyanax linneatus",NA,1467742,"Astyanax lineatus","exact"
"Tetragonopterus lineatus",NA,1467742,"Astyanax lineatus","exact"
"Tetragonopterus longior","synonym",1423160,"Astyanax longior","exact"
"Zygogaster magdalenae",NA,1017120,"Astyanax magdalenae","exact"
"Astyanax metae",NA,1017275,"Astyanax maximus","exact"
"Tetragonopterus alosa",NA,1017275,"Astyanax maximus","exact"
"Tetragonopterus maximus",NA,1017275,"Astyanax maximus","exact"
"Astianax mexicanus",NA,1021604,"Astyanax mexicanus","exact"
"Astyanax argentatus","synonym",1021604,"Astyanax mexicanus","exact"
"Astyanax fasciatus mexicanus","senior synonym",1021604,"Astyanax mexicanus","exact"
"Tetragonopterus fulgens","synonym",1021604,"Astyanax mexicanus","exact"
"Tetragonopterus mexicanus","synonym",1021604,"Astyanax mexicanus","exact"
"Tetragonopterus nitidus","synonym",1021604,"Astyanax mexicanus","exact"
"Tetragonopterus streetsii",NA,1021604,"Astyanax mexicanus","exact"
"Astyanacinus moorii",NA,1605331,"Astyanax moorii","exact"
"Tetragonopterus moorii",NA,1605331,"Astyanax moorii","exact"
"Astyanacinus multidens",NA,1605332,"Astyanax multidens","exact"
"Astyanax bopiensis",NA,1605332,"Astyanax multidens","exact"
"Poecilurichthys myersi",NA,1525001,"Astyanax myersi","exact"
"Deuterodon nasutus","senior synonym",1018265,"Astyanax nasutus","exact"
"Astyanax aeneus costaricensis","synonym",1526142,"Astyanax nicaraguensis","exact"
"Astyanax rutilus nicaraguensis","senior synonym",1526142,"Astyanax nicaraguensis","exact"
"Astyanax bimaculatus novae","senior synonym",1017230,"Astyanax novae","exact"
"Tetragonopterus obscurus","synonym",1421455,"Astyanax obscurus","exact"
"Tetragonopterus orbignyanus","synonym",1418650,"Astyanax orbignyanus","exact"
"Tetragonopterus panamensis",NA,1592385,"Astyanax panamensis","exact"
"Bertoniolus paraguayensis",NA,1525742,"Astyanax paraguayensis","exact"
"Astyanax paranahyba",NA,1017659,"Astyanax paranahybae","exact"
"Deuterodon pedri",NA,1018190,"Astyanax pedri","exact"
"Tetragonopterus petenensis",NA,1592384,"Astyanax petenensis","exact"
"Astyanax scabripinnis scabripinnis","senior synonym",1054165,"Astyanax scabripinnis","exact"
"Tetragonopterus scabripinnis",NA,1054165,"Astyanax scabripinnis","exact"
"Tetragonopterus stilbe","synonym",1421449,"Astyanax stilbe","exact"
"Astyanacinus yariguies",NA,1524996,"Astyanax yariguies","exact"
"Asymbolis analis","misspelling",279779,"Asymbolus analis","exact"
"Halaelurus analis",NA,279779,"Asymbolus analis","exact"
"Scyllium anale","synonym",279779,"Asymbolus analis","exact"
"Asymbolis vincenti","misspelling",279786,"Asymbolus vincenti","exact"
"Halaelurus vincenti",NA,279786,"Asymbolus vincenti","exact"
"Juncrus vincenti",NA,279786,"Asymbolus vincenti","exact"
"Scyllium vincenti","synonym",279786,"Asymbolus vincenti","exact"
"Goodea toweri",NA,1018650,"Ataeniobius toweri","exact"
"Atelopus japonicus","misspelling",276690,"Ateleopus japonicus","exact"
"Ateleomycterus marmoratum","misspelling",279790,"Atelomycterus marmoratus","exact"
"Atelomycterus marmoratum","misspelling",279790,"Atelomycterus marmoratus","exact"
"Scyllium maculatum",NA,279790,"Atelomycterus marmoratus","exact"
"Scyllium marmoratum",NA,279790,"Atelomycterus marmoratus","exact"
"Scyllium pardus",NA,279790,"Atelomycterus marmoratus","exact"
"Reinhardtius evermanni",NA,279791,"Atheresthes evermanni","exact"
"Reinhardtius oleosus",NA,279791,"Atheresthes evermanni","exact"
"Platysomatichthys stomias",NA,279792,"Atheresthes stomias","exact"
"Reinhardtius stomias",NA,279792,"Atheresthes stomias","exact"
"Atherina (Hepsetia) boyeri",NA,272027,"Atherina boyeri","exact"
"Atherina anterina",NA,272027,"Atherina boyeri","exact"
"Atherina boïeri","misspelling",272027,"Atherina boyeri","exact"
"Atherina bonapartii",NA,272027,"Atherina boyeri","exact"
"Atherina boyeri caspia",NA,272027,"Atherina boyeri","exact"
"Atherina caspia",NA,272027,"Atherina boyeri","exact"
"Atherina hyalosoma",NA,272027,"Atherina boyeri","exact"
"Atherina lacustris",NA,272027,"Atherina boyeri","exact"
"Atherina lagunae",NA,272027,"Atherina boyeri","exact"
"Atherina mochon","synonym",272027,"Atherina boyeri","exact"
"Atherina mochon aegyptia",NA,272027,"Atherina boyeri","exact"
"Atherina mochon pontica",NA,272027,"Atherina boyeri","exact"
"Atherina mochon riqueti",NA,272027,"Atherina boyeri","exact"
"Atherina pontica",NA,272027,"Atherina boyeri","exact"
"Atherina presbyter caspia",NA,272027,"Atherina boyeri","exact"
"Atherina presbyter pontica",NA,272027,"Atherina boyeri","exact"
"Atherina riqueti",NA,272027,"Atherina boyeri","exact"
"Atherina risso",NA,272027,"Atherina boyeri","exact"
"Atherina rissoi",NA,272027,"Atherina boyeri","exact"
"Atherina sarda",NA,272027,"Atherina boyeri","exact"
"Atherina sardinella",NA,272027,"Atherina boyeri","exact"
"Hepsetia boyeri",NA,272027,"Atherina boyeri","exact"
"Hepsetia mochon",NA,272027,"Atherina boyeri","exact"
"Atherina parvipinnis",NA,217877,"Atherina breviceps","exact"
"Hepsetia breviceps",NA,217877,"Atherina breviceps","exact"
"Atherina (Atherina) hepsetus",NA,272028,"Atherina hepsetus","exact"
"Atherina athaerina",NA,272028,"Atherina hepsetus","exact"
"Atherina (Hepsetia) presbyter",NA,272030,"Atherina presbyter","exact"
"Hepsetia presbyter",NA,272030,"Atherina presbyter","exact"
"Atherina dannevigi",NA,279793,"Atherinason hepsetoides","exact"
"Atherina hepsetoides",NA,279793,"Atherinason hepsetoides","exact"
"Atherinason dannevigi verae",NA,279793,"Atherinason hepsetoides","exact"
"Thyrinops alvarezi",NA,422548,"Atherinella alvarezi","exact"
"Atherinella balsanus",NA,1018823,"Atherinella balsana","exact"
"Melaniris balsanus",NA,1018823,"Atherinella balsana","exact"
"Kirtlandia beani",NA,279795,"Atherinella beani","exact"
"Coleotropis blackburni",NA,279796,"Atherinella blackburni","exact"
"Atherina brasiliensis",NA,279797,"Atherinella brasiliensis","exact"
"Xenomelaniris brasiliensis",NA,279797,"Atherinella brasiliensis","exact"
"Menidia chagresi",NA,279799,"Atherinella chagresi","exact"
"Atherinella columbiensis",NA,1525707,"Atherinella colombiensis","exact"
"Thyrina colombiensis",NA,1525707,"Atherinella colombiensis","exact"
"Atherinella evermanni","junior synonym",1467911,"Atherinella crystallina","exact"
"Thyrina crystallina",NA,1467911,"Atherinella crystallina","exact"
"Thyrina evermanni","junior synonym",1467911,"Atherinella crystallina","exact"
"Atherinella crystallina elegans",NA,1592278,"Atherinella elegans","exact"
"Eurystole eriarcha",NA,279800,"Atherinella eriarcha","exact"
"Atherinichthys guatemalensis",NA,279801,"Atherinella guatemalensis","exact"
"Thyrina guija",NA,1525647,"Atherinella guija","exact"
"Melaniris hubbsi",NA,1012510,"Atherinella hubbsi","exact"
"Melaniris jiloaensis",NA,1012509,"Atherinella jiloaensis","exact"
"Menidia lisa",NA,1470741,"Atherinella lisa","exact"
"Archomenidia marvelae",NA,1524188,"Atherinella marvelae","exact"
"Thyrina meeki",NA,1526143,"Atherinella meeki","exact"
"Melaniris milleri",NA,279802,"Atherinella milleri","exact"
"Nectarges nepenthe",NA,279803,"Atherinella nepenthe","exact"
"Nectarges nesiotes",NA,279804,"Atherinella nesiotes","exact"
"Eurystole nocturnus",NA,279805,"Atherinella nocturna","exact"
"Nectarges nocturnus",NA,279805,"Atherinella nocturna","exact"
"Atherinichthys pachylepis",NA,279806,"Atherinella pachylepis","exact"
"Kirtlandia pachylepis",NA,279806,"Atherinella pachylepis","exact"
"Melaniris pachylepis",NA,279806,"Atherinella pachylepis","exact"
"Eurystole pallida",NA,279807,"Atherinella pallida","exact"
"Melaniris pallida",NA,279807,"Atherinella pallida","exact"
"Atherinella crystallina pellosemeion","senior synonym",1524145,"Atherinella pellosemeion","exact"
"Adenops robbersi",NA,1014232,"Atherinella robbersi","exact"
"Archomenidia bolivari",NA,1018713,"Atherinella sallei","exact"
"Archomenidia sallei","senior synonym",1018713,"Atherinella sallei","exact"
"Atherinichthys sallei",NA,1018713,"Atherinella sallei","exact"
"Melaniris sardina",NA,1018301,"Atherinella sardina","exact"
"Xenatherina schultzi",NA,422549,"Atherinella schultzi","exact"
"Coleotropis starksi","synonym",279810,"Atherinella starksi","exact"
"Menidia starksi",NA,279810,"Atherinella starksi","exact"
"Menidia venezuelae",NA,279811,"Atherinella venezuelae","exact"
"Atherina bimanensis",NA,272034,"Atherinomorus endrachtensis","exact"
"Atherina eendrachtensis","misspelling",272034,"Atherinomorus endrachtensis","exact"
"Atherina endrachtensis",NA,272034,"Atherinomorus endrachtensis","exact"
"Atherinimorus endrachtensis","misspelling",272034,"Atherinomorus endrachtensis","exact"
"Atherinomorous endrachtensis","misspelling",272034,"Atherinomorus endrachtensis","exact"
"Atherinomorus eendrachtensis","misspelling",272034,"Atherinomorus endrachtensis","exact"
"Pranesus eendrachtensis","misspelling",272034,"Atherinomorus endrachtensis","exact"
"Pranesus endrachtensis",NA,272034,"Atherinomorus endrachtensis","exact"
"Atherina forskalii","synonym",761426,"Atherinomorus forskalii","exact"
"Pranesus pinguis forskalii","senior synonym",761426,"Atherinomorus forskalii","exact"
"Atherina insularum",NA,272035,"Atherinomorus insularum","exact"
"Pranesus insularum",NA,272035,"Atherinomorus insularum","exact"
"Pranesus insularum insularum",NA,272035,"Atherinomorus insularum","exact"
"Allanetta forskali","misspelling",126331,"Atherinomorus lacunosus","exact"
"Atherina affinis","synonym",126331,"Atherinomorus lacunosus","exact"
"Atherina forskali","misspelling",126331,"Atherinomorus lacunosus","exact"
"Atherina forskalli","misspelling",126331,"Atherinomorus lacunosus","exact"
"Atherina lacunosa","synonym",126331,"Atherinomorus lacunosus","exact"
"Atherina morrisi","synonym",126331,"Atherinomorus lacunosus","exact"
"Atherina punctata","synonym",126331,"Atherinomorus lacunosus","exact"
"Atherina puntata","misspelling",126331,"Atherinomorus lacunosus","exact"
"Atherinomorous lacunosus","misspelling",126331,"Atherinomorus lacunosus","exact"
"Atherinomorus capricornensis",NA,126331,"Atherinomorus lacunosus","exact"
"Atherinomorus lacunosa",NA,126331,"Atherinomorus lacunosus","exact"
"Atherion morrisi",NA,126331,"Atherinomorus lacunosus","exact"
"Hapsetia pinguis","misspelling",126331,"Atherinomorus lacunosus","exact"
"Hepsetia morrisi",NA,126331,"Atherinomorus lacunosus","exact"
"Hepsetia pinguis",NA,126331,"Atherinomorus lacunosus","exact"
"Pranesus capricornensis","synonym",126331,"Atherinomorus lacunosus","exact"
"Pranesus forskalii",NA,126331,"Atherinomorus lacunosus","exact"
"Pranesus lacunosus",NA,126331,"Atherinomorus lacunosus","exact"
"Pranesus maculatus","synonym",126331,"Atherinomorus lacunosus","exact"
"Pranesus morrisi",NA,126331,"Atherinomorus lacunosus","exact"
"Pranesus pinguis",NA,126331,"Atherinomorus lacunosus","exact"
"Pranesus pinguis mineri","synonym",126331,"Atherinomorus lacunosus","exact"
"Pranesus pinguis ruppelli","synonym",126331,"Atherinomorus lacunosus","exact"
"Pranesus pinguis rüppelli","misspelling",126331,"Atherinomorus lacunosus","exact"
"Atherina lineata",NA,272036,"Atherinomorus lineatus","exact"
"Paratherina lineata",NA,272036,"Atherinomorus lineatus","exact"
"Atherina pectoralis",NA,742164,"Atherinomorus pinguis","exact"
"Atherina pinguis",NA,742164,"Atherinomorus pinguis","exact"
"Pranesus pinguis pinguis","senior synonym",742164,"Atherinomorus pinguis","exact"
"Allanetta regina",NA,272037,"Atherinomorus regina","exact"
"Atherina regina",NA,272037,"Atherinomorus regina","exact"
"Atherinomorus reginae","misspelling",272037,"Atherinomorus regina","exact"
"Atherina laticeps",NA,272038,"Atherinomorus stipes","exact"
"Atherina stipes",NA,272038,"Atherinomorus stipes","exact"
"Atherina velieana",NA,272038,"Atherinomorus stipes","exact"
"Atherinomorphus stipes","misspelling",272038,"Atherinomorus stipes","exact"
"Hepsetia stipes",NA,272038,"Atherinomorus stipes","exact"
"Atherina cylindrica",NA,272039,"Atherinomorus vaigiensis","exact"
"Atherina vaigiensis",NA,272039,"Atherinomorus vaigiensis","exact"
"Atherinomorus cylindricus",NA,272039,"Atherinomorus vaigiensis","exact"
"Atherinomorus ogilbyi",NA,272039,"Atherinomorus vaigiensis","exact"
"Hypoatherina vaigiensis",NA,272039,"Atherinomorus vaigiensis","exact"
"Pranesus ogilbyi",NA,272039,"Atherinomorus vaigiensis","exact"
"Pranesus vaigiensis",NA,272039,"Atherinomorus vaigiensis","exact"
"Atherinops affinis affinis",NA,279812,"Atherinops affinis","exact"
"Atherinops affinis littoralis","synonym",279812,"Atherinops affinis","exact"
"Atherinops cedroscensis",NA,279812,"Atherinops affinis","exact"
"Atherinops guadalupae",NA,279812,"Atherinops affinis","exact"
"Atherinops insularum","synonym",279812,"Atherinops affinis","exact"
"Atherinops insularum cedroscensis","synonym",279812,"Atherinops affinis","exact"
"Atherinops insularum guadalupae","synonym",279812,"Atherinops affinis","exact"
"Atherinops littoralis",NA,279812,"Atherinops affinis","exact"
"Atherinops magdalenae","synonym",279812,"Atherinops affinis","exact"
"Atherinops oregonia","synonym",279812,"Atherinops affinis","exact"
"Atherinopsis affinis","synonym",279812,"Atherinops affinis","exact"
"Atherina storeri","synonym",279813,"Atherinopsis californiensis","exact"
"Atherinopsis sonorae",NA,279813,"Atherinopsis californiensis","exact"
"Atherina elongata",NA,279814,"Atherinosoma elongatum","exact"
"Atherinosoma elongata",NA,279814,"Atherinosoma elongatum","exact"
"Atherinosoma rockinghamense","junior synonym",279814,"Atherinosoma elongatum","exact"
"Atherinosoma rockinghamensis",NA,279814,"Atherinosoma elongatum","exact"
"Atherina microstoma",NA,279815,"Atherinosoma microstoma","exact"
"Atherinichthys modesta",NA,279815,"Atherinosoma microstoma","exact"
"Atherinosoma vorax",NA,279815,"Atherinosoma microstoma","exact"
"Pranesella endorae",NA,279815,"Atherinosoma microstoma","exact"
"Atherion africanus","misspelling",310963,"Atherion africanum","exact"
"Atherion elymus aphrozoicus",NA,277641,"Atherion elymus","exact"
"Atherion elymus asper",NA,277641,"Atherion elymus","exact"
"Atherion elymus freyi",NA,277641,"Atherion elymus","exact"
"Rivulus depressus",NA,1011328,"Atlantirivulus depressus","exact"
"Rivulus haraldsiolii",NA,1012098,"Atlantirivulus haraldsiolii","exact"
"Rivulus janeiroensis",NA,1011331,"Atlantirivulus janeiroensis","exact"
"Rivulus jurubatibensis",NA,1008568,"Atlantirivulus jurubatibensis","exact"
"Rivulus lazzarotoi",NA,1026957,"Atlantirivulus lazzarotoi","exact"
"Rivulus luelingi",NA,1524160,"Atlantirivulus luelingi","exact"
"Rivulus nudiventris",NA,1011327,"Atlantirivulus nudiventris","exact"
"Rivulus riograndensis",NA,1008320,"Atlantirivulus riograndensis","exact"
"Rivulus elegans santensis",NA,1016364,"Atlantirivulus santensis","exact"
"Rivulus rachovii","synonym",1016364,"Atlantirivulus santensis","exact"
"Rivulus santensis","senior synonym",1016364,"Atlantirivulus santensis","exact"
"Rivulus simplicis",NA,1009538,"Atlantirivulus simplicis","exact"
"Rivulus unaensis",NA,1008318,"Atlantirivulus unaensis","exact"
"Raja castelnaui",NA,279816,"Atlantoraja castelnaui","exact"
"Raia cyclophora","misspelling",279817,"Atlantoraja cyclophora","exact"
